1,4A,3.4,10.385714285714286,0.812857142857143,0.6314285714285715,0.7342857142857143,30.846291851285713,3.022857142857143,1.1,1.4,0.7,0.5,20.857142857142858,0.13571428571428573,-35.2325333333,1550.54410056,0,607.1068517665893
2,4A,3.4,10.385714285714286,0.812857142857143,0.6314285714285715,0.7342857142857143,30.846291851285713,2.64,1.1,1.4,0.7,0.5,20.857142857142858,0.13571428571428573,-35.2325333333,1550.54410056,0,613.1332300247208
3,4A,3.4,10.385714285714286,0.812857142857143,0.54,0.7342857142857143,30.846291851285713,2.64,1.1,1.4,0.7,0.5,20.857142857142858,0.13571428571428573,-35.2325333333,1550.54410056,0,612.9013435042046
4,4A,3.4,10.385714285714286,1.03,0.54,0.7342857142857143,30.846291851285713,2.64,1.1,1.4,0.7,0.5,20.857142857142858,0.13571428571428573,-35.2325333333,1550.54410056,0,615.6355199955918
5,4A,3.4,10.385714285714286,1.03,0.54,0.7342857142857143,30.846291851285713,2.64,1.1,1.4,0.7,0.5,14.0,0.13571428571428573,-35.2325333333,1550.54410056,0,612.9612954799135
6,4A,3.302857142857143,10.385714285714286,1.03,0.54,0.7342857142857143,30.846291851285713,2.64,1.1,1.4,0.7,0.5,14.0,0.13571428571428573,-35.2325333333,1550.54410056,0,612.9496590544053
7,4A,3.302857142857143,10.385714285714286,1.03,0.54,0.7342857142857143,30.846291851285713,2.64,1.1,1.2285714285714286,0.7,0.5,14.0,0.13571428571428573,-35.2325333333,1550.54410056,0,603.9419201018803
8,4A,3.302857142857143,10.385714285714286,1.03,0.54,0.7342857142857143,30.846291851285713,2.64,1.1,1.2285714285714286,0.7,0.5,14.0,0.13571428571428573,-35.2325333333,1255.20236712,0,541.4315545568292
9,4A,3.302857142857143,10.385714285714286,1.03,0.54,0.7342857142857143,30.846291851285713,2.64,1.1,1.2285714285714286,0.7,0.5,14.0,0.17,-35.2325333333,1255.20236712,0,541.6281590308112
10,4A,3.302857142857143,10.385714285714286,1.03,0.54,0.78,30.846291851285713,2.64,1.1,1.2285714285714286,0.7,0.5,14.0,0.17,-35.2325333333,1255.20236712,0,541.1869858496406
11,4A,3.302857142857143,10.385714285714286,1.03,0.54,0.78,30.846291851285713,2.64,1.1,1.2285714285714286,0.7,0.5,14.0,0.17,-15.099657142842858,1255.20236712,0,540.8504496580039
12,4A,3.302857142857143,10.385714285714286,1.03,0.54,0.78,30.846291851285713,2.64,1.2714285714285714,1.2285714285714286,0.7,0.5,14.0,0.17,-15.099657142842858,1255.20236712,0,540.646158894296
13,4A,3.302857142857143,10.9,1.03,0.54,0.78,30.846291851285713,2.64,1.2714285714285714,1.2285714285714286,0.7,0.5,14.0,0.17,-15.099657142842858,1255.20236712,0,540.5030110690326
14,4A,3.302857142857143,10.9,1.03,0.54,0.78,39.8264685418,2.64,1.2714285714285714,1.2285714285714286,0.7,0.5,14.0,0.17,-15.099657142842858,1255.20236712,0,564.304216996073
15,4A,3.302857142857143,10.9,1.03,0.54,0.78,39.8264685418,2.64,1.2714285714285714,1.2285714285714286,0.7571428571428571,0.5,14.0,0.17,-15.099657142842858,1255.20236712,0,564.1591829436414
16,4A,3.302857142857143,10.9,1.03,0.54,0.78,39.8264685418,2.64,1.2714285714285714,1.2285714285714286,0.7571428571428571,0.2142857142857143,14.0,0.17,-15.099657142842858,1255.20236712,0,567.2487958048054
17,4A,3.4,10.0,0.8671428571428572,0.7,0.7342857142857143,30.846291851285713,3.31,1.2714285714285714,1.1,0.7571428571428571,0.0,14.0,0.13571428571428573,-20.13287619045714,1255.20236712,0,527.4088503278375
18,4A,3.4,10.0,0.8671428571428572,0.7,0.7342857142857143,30.846291851285713,3.31,1.1,1.1,0.7571428571428571,0.0,14.0,0.13571428571428573,-20.13287619045714,1255.20236712,0,527.6131410836291
19,4A,3.4,10.0,0.8671428571428572,0.7,0.7342857142857143,30.846291851285713,3.31,1.1,1.1,0.7,0.0,14.0,0.13571428571428573,-20.13287619045714,1255.20236712,0,527.758175161672
20,4A,3.4,10.0,0.8671428571428572,0.7,0.7342857142857143,30.846291851285713,3.31,1.1,1.1,0.7,0.0,14.0,0.13571428571428573,0.0,1255.20236712,0,527.4216388873805
21,4A,3.4,10.0,0.8671428571428572,0.7,0.7342857142857143,30.846291851285713,3.31,1.1,1.1,0.7,0.0,14.0,0.13571428571428573,0.0,1550.54410056,0,589.9320044466343
22,4A,3.4,10.0,0.8671428571428572,0.7,0.7342857142857143,30.846291851285713,3.31,1.1,1.2714285714285714,0.7,0.0,14.0,0.13571428571428573,0.0,1550.54410056,0,598.9397433409516
23,4A,3.4,10.0,0.8671428571428572,0.7,0.78,30.846291851285713,3.31,1.1,1.2714285714285714,0.7,0.0,14.0,0.13571428571428573,0.0,1550.54410056,0,598.4985703809701
24,4A,3.4,10.514285714285714,0.8671428571428572,0.7,0.78,30.846291851285713,3.31,1.1,1.2714285714285714,0.7,0.0,14.0,0.13571428571428573,0.0,1550.54410056,0,598.355422548489
25,4A,3.302857142857143,10.514285714285714,0.8671428571428572,0.7,0.78,30.846291851285713,3.31,1.1,1.2714285714285714,0.7,0.0,14.0,0.13571428571428573,0.0,1550.54410056,0,598.3437859818854
26,4A,3.302857142857143,10.514285714285714,0.8671428571428572,0.7,0.78,39.8264685418,3.31,1.1,1.2714285714285714,0.7,0.0,14.0,0.13571428571428573,0.0,1550.54410056,0,622.1449917296462
27,4A,3.302857142857143,10.514285714285714,0.8671428571428572,0.7,0.78,39.8264685418,3.31,1.1,1.2714285714285714,0.7,0.2857142857142857,14.0,0.13571428571428573,0.0,1550.54410056,0,619.055378981638
